cveID,vendorProject,product,vulnerabilityName,dateAdded,shortDescription,requiredAction,dueDate
CVE-2022-22954,VMware,Workspace ONE Access and Identity Manager,VMware Workspace ONE Access and Identity Manager Server-Side Template Injection Vulnerability,2022-04-14,VMware Workspace ONE Access and Identity Manager allow for remote code execution due to server-side template injection.,Apply updates per vendor instructions.,2022-05-05
