cveID,vendorProject,product,vulnerabilityName,dateAdded,shortDescription,requiredAction,dueDate,notes
CVE-2022-26134,Atlassian,Confluence Server/Data Center,Confluence Server and Data Center Remote Code Execution Vulnerability,2022-06-02,Versions of Confluence Server and Data Center contain a remote code execution vulnerability that allow for an unauthenticated attacker to perform arbitrary code execution.,Immediately block all internet traffic to and from Atlassian's Confluence Server and Data Center products until an update is available and successfully applied.,2022-06-03,
